Date,Open,High,Low,Close,Adj Close,Volume
2020-11-17,260.279999,260.279999,256.540009,256.799988,256.799988,19739500
2020-11-18,257.760010,258.309998,252.550003,255.830002,255.830002,28307100
2020-11-19,255.000000,261.399994,253.559998,259.890015,259.890015,20752800
2020-11-20,263.970001,272.369995,261.899994,270.739990,270.739990,34178400
2020-11-23,274.750000,275.730011,266.411011,270.109985,270.109985,25317100
2020-11-24,276.234985,280.609985,272.799988,279.959991,279.959991,20660500
2020-11-25,275.700012,279.329987,274.049988,277.720001,277.720001,15229300
2020-11-27,278.799988,278.920013,275.665985,276.480011,276.480011,9583200
2020-11-30,268.970001,268.970001,262.519989,263.359985,263.359985,30476100
2020-12-01,265.470001,265.670013,261.570007,264.010010,264.010010,14573100
2020-12-02,262.000000,263.100006,260.109985,261.320007,261.320007,13919700
2020-12-03,263.779999,268.600006,263.140015,266.910004,266.910004,15520500
2020-12-04,271.019989,271.299988,266.269989,267.250000,267.250000,15527600
2020-12-07,265.700012,265.970001,262.600006,264.000000,264.000000,11388700
2020-12-08,265.200012,268.399994,263.869995,266.089996,266.089996,9447700
2020-12-09,267.559998,267.910004,263.100006,263.799988,263.799988,9060700
2020-12-10,261.989990,266.089996,261.200012,264.869995,264.869995,10290300
2020-12-11,264.290009,265.320007,262.500000,264.540009,264.540009,7771300
2020-12-14,260.320007,260.855011,256.029999,256.029999,256.029999,18369900
2020-12-15,255.339996,255.679993,252.300003,255.110001,255.110001,16595600
2020-12-16,257.739990,263.179993,257.040009,261.890015,261.890015,15804800
2020-12-17,264.700012,264.850006,260.200012,264.429993,264.429993,14306600
2020-12-18,263.899994,264.899994,259.200012,260.000000,260.000000,15981800
2020-12-21,255.169998,260.459991,254.500000,260.429993,260.429993,10901800
2020-12-22,257.869995,258.339996,255.410004,255.830002,255.830002,11468400
2020-12-23,255.500000,257.350006,252.529999,256.179993,256.179993,10729200
2020-12-24,228.235001,229.899994,211.229996,222.000000,222.000000,141830000
2020-12-28,216.880005,224.990005,215.320007,222.360001,222.360001,73512100
2020-12-29,231.759995,239.190002,229.600006,236.259995,236.259995,69715900
2020-12-30,243.348007,243.389999,234.645004,238.389999,238.389999,44812300
2020-12-31,237.460007,238.919998,231.026993,232.729996,232.729996,23451800
2021-01-04,226.500000,230.380005,225.039993,227.850006,227.850006,24897900
2021-01-05,229.050003,240.759995,228.119995,240.399994,240.399994,35823800
2021-01-06,234.949997,238.300003,225.860001,227.610001,227.610001,37146100
2021-01-07,229.309998,229.949997,220.089996,226.899994,226.899994,49361800
2021-01-08,227.880005,238.600006,226.682999,236.190002,236.190002,34884900
2021-01-11,229.899994,230.824997,225.860001,227.369995,227.369995,23036900
2021-01-12,228.384995,229.750000,225.139999,225.600006,225.600006,18969900
2021-01-13,229.940002,240.490005,226.289993,235.300003,235.300003,38805100
2021-01-14,245.309998,245.699997,241.470001,242.979996,242.979996,31381600
2021-01-15,246.250000,246.990005,242.149994,243.460007,243.460007,21561600
2021-01-19,250.000000,252.880005,246.990005,251.649994,251.649994,23681900
2021-01-20,267.500000,269.000000,262.700012,265.489990,265.489990,44640800
2021-01-21,264.130005,264.600006,257.899994,260.000000,260.000000,20709900
2021-01-22,256.799988,260.329987,255.500000,258.619995,258.619995,13518200
2021-01-25,263.619995,265.200012,257.850006,261.380005,261.380005,19478600
2021-01-26,263.799988,266.000000,261.119995,265.920013,265.920013,14681200
2021-01-27,265.130005,265.920013,259.950012,260.250000,260.250000,16050400
2021-01-28,259.170013,261.570007,257.329987,260.760010,260.760010,10244900
2021-01-29,256.029999,258.899994,252.300003,253.830002,253.830002,14693000
2021-02-01,258.799988,265.000000,255.195007,264.690002,264.690002,15289300
2021-02-02,264.570007,265.000000,254.039993,254.500000,254.500000,30534300
2021-02-03,264.700012,268.279999,261.250000,263.429993,263.429993,29179700
2021-02-04,269.579987,269.989990,265.558014,266.959991,266.959991,16763000
2021-02-05,264.609985,266.450012,263.209991,265.670013,265.670013,11018700
2021-02-08,264.980011,265.000000,261.820007,262.589996,262.589996,10721100
2021-02-09,263.000000,267.200012,262.540009,266.489990,266.489990,12432800
2021-02-10,268.700012,270.399994,264.600006,267.790009,267.790009,13090800
2021-02-11,268.750000,274.260010,267.200012,268.929993,268.929993,15295800
2021-02-12,269.089996,270.250000,265.679993,267.850006,267.850006,9355100
2021-02-16,271.000000,274.290009,270.399994,270.700012,270.700012,16708700
2021-02-17,270.890015,272.316010,267.809998,270.829987,270.829987,13262400
2021-02-18,265.230011,266.179993,262.329987,264.510010,264.510010,15382300
2021-02-19,266.049988,269.390015,262.850006,263.589996,263.589996,14718400
2021-02-22,257.989990,259.459991,254.000000,254.000000,254.000000,14403500
2021-02-23,247.309998,254.899994,241.619995,252.750000,252.750000,15980300
2021-02-24,252.000000,252.000000,248.100006,250.339996,250.339996,12831700
2021-02-25,250.000000,250.339996,240.070007,240.179993,240.179993,17967300
2021-02-26,244.630005,244.899994,237.649994,237.759995,237.759995,17470700
2021-03-01,241.050003,242.789993,239.259995,241.690002,241.690002,14043300
2021-03-02,238.789993,241.199997,234.270004,234.419998,234.419998,14644200
2021-03-03,237.500000,239.608994,234.451004,236.270004,236.270004,13571700
2021-03-04,235.000000,236.369995,228.360001,230.500000,230.500000,22964800
2021-03-05,235.419998,236.429993,228.339996,233.889999,233.889999,15988400
2021-03-08,229.020004,230.809998,226.529999,226.690002,226.690002,17138400
2021-03-09,233.380005,238.740005,233.074997,238.139999,238.139999,15291300
2021-03-10,241.000000,241.324997,233.639999,234.300003,234.300003,10491200
2021-03-11,237.199997,241.720001,235.000000,240.800003,240.800003,15162500
2021-03-12,233.695007,235.449997,229.705994,231.869995,231.869995,17778400
2021-03-15,228.410004,230.449997,226.259995,230.279999,230.279999,14499700
2021-03-16,228.070007,229.850006,225.529999,226.929993,226.929993,19336600
2021-03-17,226.500000,235.630005,225.809998,233.339996,233.339996,16949500
2021-03-18,238.559998,239.500000,235.559998,236.429993,236.429993,14822300
2021-03-19,239.660004,241.600006,236.884003,239.789993,239.789993,15959700
2021-03-22,235.854996,238.529999,235.000000,237.119995,237.119995,12063200
2021-03-23,237.300003,241.119995,235.500000,237.669998,237.669998,12295600
2021-03-24,236.830002,237.300003,229.240005,229.589996,229.589996,15949900
2021-03-25,225.000000,229.240005,222.500000,222.720001,222.720001,24819800
2021-03-26,222.000000,229.238998,220.419998,227.259995,227.259995,22030800
2021-03-29,225.490005,232.380005,225.100006,231.860001,231.860001,18029100
2021-03-30,229.270004,230.449997,226.639999,229.250000,229.250000,14828700
2021-03-31,229.889999,231.520004,226.470001,226.729996,226.729996,16825400
2021-04-01,230.679993,231.250000,223.500000,224.360001,224.360001,23497500
2021-04-05,226.529999,226.570007,222.520004,225.300003,225.300003,14962100
2021-04-06,226.029999,232.000000,225.740005,230.570007,230.570007,18100400
2021-04-07,226.110001,228.190002,224.800003,225.419998,225.419998,18034900
2021-04-08,228.500000,229.419998,226.619995,228.240005,228.240005,12211300
2021-04-09,224.850006,225.070007,221.320007,223.309998,223.309998,19763000
2021-04-12,237.889999,244.910004,236.649994,244.009995,244.009995,57500300
2021-04-13,243.660004,245.690002,239.690002,241.889999,241.889999,20793000
2021-04-14,244.369995,245.089996,238.649994,239.229996,239.229996,12405200
2021-04-15,240.000000,240.949997,238.126999,239.089996,239.089996,11288900
2021-04-16,241.889999,241.889999,237.820007,238.690002,238.690002,14418800
2021-04-19,237.440002,238.419998,232.809998,234.779999,234.779999,11216000
2021-04-20,232.869995,234.630005,228.429993,229.880005,229.880005,12093900
2021-04-21,229.330002,229.490005,226.070007,229.440002,229.440002,14315900
2021-04-22,228.764999,234.000000,227.820007,229.350006,229.350006,11986200
2021-04-23,230.649994,233.000000,230.509995,232.080002,232.080002,8967000
2021-04-26,231.500000,233.490005,230.820007,232.699997,232.699997,7792900
2021-04-27,233.440002,236.929993,232.080002,235.919998,235.919998,11646300
2021-04-28,237.570007,239.220001,236.330002,236.720001,236.720001,9187700
2021-04-29,237.789993,238.050003,232.600006,234.179993,234.179993,9552800
2021-04-30,231.770004,233.850006,230.509995,230.949997,230.949997,9326400
2021-05-03,231.270004,236.169998,230.404999,230.710007,230.710007,13620900
2021-05-04,230.250000,231.479996,225.449997,227.899994,227.899994,13260500
2021-05-05,228.000000,229.300003,226.729996,226.779999,226.779999,10013800
2021-05-06,227.110001,228.440002,222.880005,226.419998,226.419998,12247700
2021-05-07,227.899994,228.789993,225.050003,225.309998,225.309998,10550000
2021-05-10,222.869995,222.869995,218.559998,219.529999,219.529999,17266700
2021-05-11,213.710007,221.389999,213.000000,221.380005,221.380005,13887700
2021-05-12,224.740005,225.289993,219.000000,219.899994,219.899994,20366900
2021-05-13,213.149994,215.500000,204.389999,206.080002,206.080002,51693900
2021-05-14,209.923996,210.940002,206.020004,209.509995,209.509995,31626800
2021-05-17,210.615005,213.149994,209.440002,211.050003,211.050003,20529800
2021-05-18,212.500000,215.169998,211.419998,213.720001,213.720001,19519400
2021-05-19,211.100006,212.910004,210.119995,212.539993,212.539993,17030400
2021-05-20,212.994995,217.630005,212.630005,216.990005,216.990005,19123400
2021-05-21,215.229996,215.889999,209.869995,211.059998,211.059998,22825500
2021-05-24,210.029999,212.009995,208.699997,210.440002,210.440002,15884200
2021-05-25,212.830002,214.050003,211.009995,211.130005,211.130005,14116100
2021-05-26,212.300003,213.750000,211.539993,211.779999,211.779999,9405800
2021-05-27,214.169998,215.460007,212.529999,212.740005,212.740005,18680200
2021-05-28,212.759995,214.529999,212.059998,213.960007,213.960007,10401500
2021-06-01,223.020004,223.130005,218.240005,219.479996,219.479996,23052800
2021-06-02,219.429993,219.940002,217.460007,219.589996,219.589996,13126400
2021-06-03,218.000000,218.699997,216.304993,217.039993,217.039993,12448100
2021-06-04,218.279999,219.080002,217.139999,219.020004,219.020004,8999100
2021-06-07,218.000000,218.399994,215.690002,216.899994,216.899994,9928600
2021-06-08,217.289993,218.229996,214.740005,215.820007,215.820007,9443000
2021-06-09,215.210007,216.570007,213.309998,213.320007,213.320007,10233600
2021-06-10,213.500000,214.800003,212.210007,213.070007,213.070007,10735900
2021-06-11,213.449997,213.460007,211.000000,211.639999,211.639999,12276600
2021-06-14,212.250000,215.164993,212.244003,213.940002,213.940002,10773100
2021-06-15,214.169998,214.490005,209.639999,210.059998,210.059998,12167000
2021-06-16,209.750000,211.619995,208.225998,209.320007,209.320007,10917800
2021-06-17,209.899994,212.490005,209.770004,211.600006,211.600006,11233700
2021-06-18,212.009995,213.839996,210.589996,212.300003,212.300003,13724600
2021-06-21,210.550003,211.779999,208.990005,211.059998,211.059998,9273800
2021-06-22,210.419998,211.660004,209.860001,211.320007,211.320007,11092100
2021-06-23,214.190002,216.330002,213.130005,214.860001,214.860001,13785800
2021-06-24,216.990005,219.580002,215.559998,218.380005,218.380005,13488200
2021-06-25,221.710007,230.250000,221.100006,228.500000,228.500000,27383900
2021-06-28,229.500000,230.889999,226.720001,228.589996,228.589996,13564900
2021-06-29,226.699997,229.639999,225.602005,229.440002,229.440002,10273800
2021-06-30,226.990005,227.979996,225.679993,226.779999,226.779999,9348600
2021-07-01,228.070007,228.850006,221.550003,221.869995,221.869995,13316400
2021-07-02,219.160004,219.500000,216.460007,217.750000,217.750000,12989200
2021-07-06,215.320007,215.399994,209.373001,211.600006,211.600006,23719900
2021-07-07,211.610001,212.050003,207.820007,208.000000,208.000000,18340400
2021-07-08,201.710007,202.279999,198.259995,199.850006,199.850006,33992500
2021-07-09,202.050003,207.268005,201.500000,205.940002,205.940002,16911300
2021-07-12,203.899994,206.455002,203.020004,205.479996,205.479996,11259500
2021-07-13,209.229996,212.809998,208.190002,209.509995,209.509995,17375900
2021-07-14,215.500000,216.350006,211.029999,211.500000,211.500000,19484200
2021-07-15,215.110001,216.600006,213.160995,214.759995,214.759995,14283600
2021-07-16,214.850006,215.199997,211.460007,212.100006,212.100006,11150200
2021-07-19,206.100006,209.080002,203.240005,208.910004,208.910004,15865800
2021-07-20,209.000000,211.500000,207.466995,210.589996,210.589996,9986800
2021-07-21,209.149994,211.850006,208.419998,211.080002,211.080002,7650300
2021-07-22,212.639999,216.389999,212.600006,214.039993,214.039993,10563100
2021-07-23,206.289993,206.889999,203.559998,206.529999,206.529999,25539900
2021-07-26,198.369995,198.574997,190.880005,191.759995,191.759995,55736800
2021-07-27,183.589996,186.899994,179.669998,186.070007,186.070007,59265700
2021-07-28,190.229996,198.000000,189.759995,196.009995,196.009995,34535200
2021-07-29,201.044998,201.139999,194.910004,197.539993,197.539993,23363200
2021-07-30,190.580002,196.044998,190.490005,195.190002,195.190002,17229100
2021-08-02,196.270004,202.070007,196.250000,200.089996,200.089996,17889200
2021-08-03,195.009995,197.440002,192.000000,197.380005,197.380005,20115900
2021-08-04,197.490005,203.274994,196.910004,200.710007,200.710007,22327300
2021-08-05,199.270004,200.289993,197.639999,199.279999,199.279999,9881400
2021-08-06,199.250000,199.320007,195.679993,196.389999,196.389999,11961300
2021-08-09,194.580002,195.500000,192.820007,195.250000,195.250000,14657200
2021-08-10,197.270004,198.449997,195.072998,195.729996,195.729996,9983700
2021-08-11,196.600006,196.919998,194.729996,194.860001,194.860001,8985100
2021-08-12,191.169998,192.979996,189.684998,191.660004,191.660004,12873400
2021-08-13,188.610001,189.259995,186.710007,188.619995,188.619995,15359100
2021-08-16,185.000000,186.259995,181.509995,182.710007,182.710007,21020700
2021-08-17,175.919998,177.889999,173.149994,173.729996,173.729996,40558000
2021-08-18,174.100006,175.360001,172.110001,172.350006,172.350006,34339800
2021-08-19,166.699997,167.264008,159.509995,160.550003,160.550003,66663000
2021-08-20,164.119995,166.929993,155.500000,157.960007,157.960007,71375700
2021-08-23,159.279999,161.470001,152.800003,161.059998,161.059998,88699200
2021-08-24,169.039993,174.151993,168.158005,171.699997,171.699997,62786400
2021-08-25,168.699997,169.610001,166.080002,169.100006,169.100006,26055400
2021-08-26,167.460007,168.449997,164.820007,165.240005,165.240005,18816500
2021-08-27,159.990005,161.770004,158.550003,159.470001,159.470001,31681600
2021-08-30,160.169998,163.289993,158.229996,162.289993,162.289993,23769400
2021-08-31,167.699997,169.000000,166.139999,166.990005,166.990005,24629100
2021-09-01,169.559998,174.789993,169.330002,173.279999,173.279999,29550200
2021-09-02,178.009995,178.179993,171.669998,172.000000,172.000000,29302400
2021-09-03,169.524994,172.059998,168.880005,170.300003,170.300003,16423500
2021-09-07,174.149994,176.839996,173.369995,175.160004,175.160004,24608500
2021-09-08,174.250000,174.369995,169.259995,170.710007,170.710007,18993000
2021-09-09,167.300003,169.039993,165.580002,167.320007,167.320007,17295800
2021-09-10,171.199997,171.639999,167.610001,168.100006,168.100006,15050000
2021-09-13,164.490005,166.862000,163.020004,165.410004,165.410004,15458600
2021-09-14,162.860001,163.069000,159.479996,160.149994,160.149994,20906200
2021-09-15,157.949997,158.029999,153.919998,155.370193,155.370193,20996484
